<<immutable-context>>	<java.util.TimeZone: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.lang.invoke.MemberName: java.lang.invoke.MemberName clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.util.Vector: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.util.calendar.CalendarDate: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.text.Format: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.text.BreakIterator: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.util.TreeSet: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.util.ResourceBundle$CacheKey: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.text.DecimalFormatSymbols: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.text.StringCharacterIterator: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.text.DigitList: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.util.Calendar: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.util.locale.provider.RuleBasedBreakIterator$SafeCharIterator: java.lang.Object clone()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.net.Inet6Address: byte[] getAddress()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.lang.invoke.MethodTypeForm: void <init>(java.lang.invoke.MethodType)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.lang.invoke.MethodTypeForm: java.lang.Class[] canonicalizeAll(java.lang.Class[],int)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.misc.FDBigInteger: sun.misc.FDBigInteger leftInplaceSub(sun.misc.FDBigInteger)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.misc.FDBigInteger: sun.misc.FDBigInteger rightInplaceSub(sun.misc.FDBigInteger)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.security.util.DerValue: void <init>(byte,byte[])>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.security.x509.RDN: java.lang.String toRFC2253StringInternal(boolean,java.util.Map)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.math.BigInteger: java.math.BigInteger getRadixConversionCache(int,int)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.security.util.BitArray: void <init>(sun.security.util.BitArray)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.security.util.BitArray: byte[] toByteArray()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<java.net.InetAddress: java.net.InetAddress[] getAllByName0(java.lang.String,java.net.InetAddress,boolean)>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
<<immutable-context>>	<sun.security.x509.X509CRLEntryImpl: byte[] getEncoded()>/java.lang.Object.clone/0	<<immutable-context>>	<java.lang.Object: java.lang.Object clone()>
