<br.com.caelum.vraptor.http.route.DefaultRouter: java.util.Collection routesMatchingUri(java.lang.String)>/$stack3	<br.com.caelum.vraptor.http.route.DefaultRouter: java.util.Collection routesMatchingUri(java.lang.String)>
<br.com.caelum.vraptor.http.route.DefaultRouter: java.lang.String urlFor(java.lang.Class,java.lang.reflect.Method,java.lang.Object[])>/$stack7	<br.com.caelum.vraptor.http.route.DefaultRouter: java.lang.String urlFor(java.lang.Class,java.lang.reflect.Method,java.lang.Object[])>
<br.com.caelum.vraptor.http.route.DefaultRouter: java.util.List allRoutes()>/$stack2	<br.com.caelum.vraptor.http.route.DefaultRouter: java.util.List allRoutes()>
<br.com.caelum.vraptor.http.route.DefaultRouter: java.util.List allRoutes()>/$stack1	<br.com.caelum.vraptor.http.route.DefaultRouter: java.util.List allRoutes()>
<br.com.caelum.vraptor.validator.DefaultValidator: java.util.List getErrors()>/$stack1	<br.com.caelum.vraptor.validator.DefaultValidator: java.util.List getErrors()>
<br.com.caelum.vraptor.validator.DefaultValidator: br.com.caelum.vraptor.View onErrorUse(java.lang.Class)>/$stack12	<br.com.caelum.vraptor.validator.DefaultValidator: br.com.caelum.vraptor.View onErrorUse(java.lang.Class)>
<br.com.caelum.vraptor.validator.DefaultValidator: br.com.caelum.vraptor.View onErrorUse(java.lang.Class)>/$stack5	<br.com.caelum.vraptor.validator.DefaultValidator: br.com.caelum.vraptor.View onErrorUse(java.lang.Class)>
<br.com.caelum.vraptor.validator.DefaultValidator: br.com.caelum.vraptor.View onErrorUse(java.lang.Class)>/$stack9	<br.com.caelum.vraptor.validator.DefaultValidator: br.com.caelum.vraptor.View onErrorUse(java.lang.Class)>
<br.com.caelum.vraptor.validator.DefaultValidator: void add(br.com.caelum.vraptor.validator.Message)>/$stack3	<br.com.caelum.vraptor.validator.DefaultValidator: void add(br.com.caelum.vraptor.validator.Message)>
<br.com.caelum.vraptor.http.route.DefaultRouter: void add(br.com.caelum.vraptor.http.route.Route)>/$stack2	<br.com.caelum.vraptor.http.route.DefaultRouter: void add(br.com.caelum.vraptor.http.route.Route)>
<br.com.caelum.vraptor.http.route.DefaultRouter: java.lang.String urlFor(java.lang.Class,java.lang.reflect.Method,java.lang.Object[])>/$stack6	<br.com.caelum.vraptor.http.route.DefaultRouter: java.lang.String urlFor(java.lang.Class,java.lang.reflect.Method,java.lang.Object[])>
<br.com.caelum.vraptor.validator.DefaultValidator: boolean hasErrors()>/$stack1	<br.com.caelum.vraptor.validator.DefaultValidator: boolean hasErrors()>
<ognl.EvaluationPool: void <init>(int)>/$stack5	<ognl.EvaluationPool: void <init>(int)>
<ognl.EvaluationPool: ognl.Evaluation create(ognl.SimpleNode,java.lang.Object,boolean)>/$stack11	<ognl.EvaluationPool: ognl.Evaluation create(ognl.SimpleNode,java.lang.Object,boolean)>
<ognl.EvaluationPool: void recycle(ognl.Evaluation)>/$stack2	<ognl.EvaluationPool: void recycle(ognl.Evaluation)>
