GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.ValuesIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.new LazyIteratorChain() {...},0,36,0,2,0,6,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap.SingletonValues,4,23,0,0,1,7,1,5,1,5
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.ValuesIterator,0,41,0,2,0,11,0,5,0,4
Apache Commons Collections,org.apache.commons.collections4.map,EntrySetToMapIteratorAdapter,0,57,0,2,0,18,0,10,0,9
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntry,33,193,16,26,5,40,14,18,0,11
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.KeySet,12,41,2,2,2,13,2,6,0,6
Apache Commons Collections,org.apache.commons.collections4.map,PassiveExpiringMap,67,210,2,16,21,54,9,27,8,19
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySet,0,116,1,9,0,21,1,8,0,4
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapEntry,0,22,0,0,0,5,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceMapIterator,0,48,0,6,0,15,0,8,0,5
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.EntryIterator,0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,HashedMap,16,19,0,0,8,7,3,4,3,4
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.EntrySet,0,116,0,10,0,24,0,11,0,6
Apache Commons Collections,org.apache.commons.collections4.map,LRUMap,233,266,10,30,30,74,18,27,9,16
Apache Commons Collections,org.apache.commons.collections4.map,MultiKeyMap,183,1397,111,189,18,293,85,104,3,36
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.MapEntry,0,20,0,0,0,6,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap.SingletonMapIterator,26,97,5,9,7,24,6,12,1,10
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.Values,4,36,0,2,2,7,1,4,1,3
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap,171,284,23,19,38,62,20,29,7,21
Apache Commons Collections,org.apache.commons.collections4.map,FixedSizeSortedMap,115,0,4,0,27,0,19,0,17,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map,257,1134,94,196,52,306,79,105,0,23
Apache Commons Collections,org.apache.commons.collections4.map,LinkedMap,21,64,0,4,10,15,4,10,4,8
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySetIterator,0,24,0,0,0,6,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySet,0,38,0,2,0,8,0,4,0,3
Apache Commons Collections,org.apache.commons.collections4.map,ReferenceMap,24,28,0,0,6,10,3,4,3,4
Apache Commons Collections,org.apache.commons.collections4.map,DefaultedMap,30,64,4,6,9,15,6,8,2,7
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedIterator,0,34,0,0,0,9,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.ReflectionFactory,15,31,1,3,2,8,1,4,0,3
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceValuesIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractMapDecorator,0,92,0,4,0,27,0,20,0,18
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap,79,534,17,57,24,110,18,38,4,15
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySet,0,35,0,0,0,11,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap,162,142,24,11,44,35,30,21,12,21
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySetIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.EntrySet,0,64,1,9,0,19,1,10,0,6
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.KeySetIterator,4,8,0,0,1,3,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntryIterator,35,41,4,2,8,9,4,3,1,3
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntrySetIterator,0,7,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,CaseInsensitiveMap,17,48,0,4,8,13,3,7,3,5
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator.SortedMapIterator,29,0,0,0,8,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ValuesView,0,44,0,0,0,11,0,8,0,8
Apache Commons Collections,org.apache.commons.collections4.map,AbstractIterableMap,0,9,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.EntrySetIterator,0,7,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap,73,268,12,28,16,60,14,29,8,15
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySet,0,34,0,2,0,8,0,4,0,3
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableSortedMap,44,52,0,2,10,15,6,12,6,11
Apache Commons Collections,org.apache.commons.collections4.map,ReferenceIdentityMap,36,49,0,6,12,10,5,9,5,6
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashMapIterator,0,48,0,6,0,15,0,8,0,5
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator,54,20,4,0,11,6,9,5,7,5
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkMapIterator,0,52,0,6,0,16,0,9,0,6
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap,13,327,5,39,2,86,6,38,1,21
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashIterator,10,143,3,17,3,35,3,13,0,6
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.Values,0,21,0,0,0,5,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableOrderedMap,31,41,0,2,10,14,6,7,6,6
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySetIterator,0,7,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.EntrySetView,0,92,0,8,0,26,0,16,0,12
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.ValuesIterator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntry,0,11,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashEntry,2,107,3,19,1,23,3,15,0,7
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap.WrappedList,104,70,6,6,25,19,11,9,8,6
Apache Commons Collections,org.apache.commons.collections4.multimap,ArrayListValuedHashMap,51,31,2,0,17,9,6,4,5,4
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap.ValuesListIterator,44,76,0,4,11,18,6,7,6,5
Apache Commons Collections,org.apache.commons.collections4.multimap,TransformedMultiValuedMap,69,97,12,8,13,24,9,10,2,7
Apache Commons Collections,org.apache.commons.collections4.multimap,HashSetValuedHashMap,42,21,0,0,15,6,5,3,5,3
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer,0,12,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap,242,192,40,18,55,42,36,22,12,17
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues.1.new Transformer() {...},0,20,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapEntry,0,12,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap,3,24,0,0,2,6,1,5,1,5
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer.new AbstractMultiSet.AbstractEntry() {...},0,19,0,0,0,3,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues.new LazyIteratorChain() {...},0,49,0,2,0,8,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.WrappedCollection,123,115,25,15,36,28,22,14,7,9
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.ValuesIterator,0,43,0,2,0,11,0,5,0,4
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet,16,40,2,0,5,7,2,6,1,6
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySet,0,50,0,2,0,11,0,7,0,6
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues,0,15,0,0,0,3,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,30,49,0,2,7,12,7,10,7,9
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapIterator,52,14,6,0,14,4,9,1,6,1
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap,0,90,0,8,0,24,0,15,0,11
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.Values,0,40,0,2,0,9,0,5,0,4
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractSetValuedMap,3,24,0,0,2,6,1,5,1,5
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySetIterator,0,24,0,0,0,6,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,56,68,2,2,12,19,11,15,10,14
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractSetValuedMap.WrappedSet,0,37,0,4,0,12,0,5,0,3
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableSet,0,49,0,2,0,14,0,11,0,10
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableSortedSet,15,72,0,2,6,19,2,14,2,13
Apache Commons Collections,org.apache.commons.collections4.set,MapBackedSet,95,67,6,4,18,15,16,8,12,7
Apache Commons Collections,org.apache.commons.collections4.set,ListOrderedSet.OrderedSetIterator,27,15,0,0,7,5,3,2,3,2
Apache Commons Collections,org.apache.commons.collections4.set,TransformedSet,0,67,1,7,0,12,1,8,0,5
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSetDecorator,3,24,0,4,2,5,1,6,1,4
Apache Commons Collections,org.apache.commons.collections4.set,AbstractNavigableSetDecorator,39,28,0,0,9,7,8,6,8,6
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableNavigableSet,15,111,0,2,6,27,2,19,2,18
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSerializableSetDecorator,15,4,0,0,6,2,2,1,2,1
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedSet,0,31,0,4,0,6,0,7,0,5
Apache Commons Collections,org.apache.commons.collections4.set,CompositeSet,261,252,40,34,63,63,35,29,11,16
Apache Commons Collections,org.apache.commons.collections4.set,ListOrderedSet,95,232,14,26,26,60,17,26,7,16
Apache Commons Collections,org.apache.commons.collections4.set,TransformedSortedSet,44,60,4,0,8,12,4,8,2,8
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSortedSetDecorator,19,20,0,0,5,6,4,5,4,5
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedNavigableSet,15,74,0,0,3,15,3,11,3,11
Apache Commons Collections,org.apache.commons.collections4.set,TransformedNavigableSet,55,74,4,0,10,15,6,11,4,11
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedSortedSet,0,64,0,0,0,13,0,9,0,9
Apache Commons Collections,org.apache.commons.collections4.iterators,EnumerationIterator,36,29,4,0,11,10,6,4,4,4
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorChain,104,134,6,14,16,40,9,15,5,9
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyMapIterator,0,10,0,0,0,4,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.iterators,SingletonIterator,4,71,3,11,1,21,3,10,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectArrayIterator,11,100,0,12,3,26,3,13,3,7
Apache Commons Collections,org.apache.commons.collections4.iterators,FilterIterator,17,98,1,13,5,32,4,14,3,8
Apache Commons Collections,org.apache.commons.collections4.iterators,SkippingIterator,0,60,0,8,0,17,0,8,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorIterable,0,44,1,5,0,12,1,6,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,ReverseListIterator,50,60,7,1,15,18,7,8,3,8
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractListIteratorDecorator,30,24,1,1,9,9,7,5,6,5
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyIterator,0,14,0,0,0,6,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractUntypedIteratorDecorator,5,19,1,1,1,8,1,4,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,TransformIterator,23,28,0,0,11,9,6,5,6,5
Apache Commons Collections,org.apache.commons.collections4.iterators,ArrayListIterator,15,103,1,7,5,21,3,12,2,9
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIterator,8,51,0,4,2,15,2,10,2,8
Apache Commons Collections,org.apache.commons.collections4.iterators,LoopingIterator,0,56,0,8,0,17,0,10,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedMapIterator,0,10,0,0,0,4,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.iterators,NodeListIterator,10,66,3,9,2,14,4,7,1,4
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyMapIterator,0,18,0,0,0,5,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractIteratorDecorator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectGraphIterator,0,195,0,30,0,56,0,23,0,8
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableIterator,0,38,0,4,0,12,0,7,0,5
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorIterable.new Iterator() {...},4,14,0,0,2,3,1,3,1,3
Apache Commons Collections,org.apache.commons.collections4.iterators,LazyIteratorChain,0,99,0,12,0,28,0,11,0,5
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,41,0,2,0,13,0,9,0,8,0
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,49,0,2,0,15,0,11,0,10,0
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableListIterator,0,64,0,4,0,18,0,13,0,11
Apache Commons Collections,org.apache.commons.collections4.iterators,LoopingListIterator,16,137,3,21,4,39,4,21,1,12
Apache Commons Collections,org.apache.commons.collections4.iterators,BoundedIterator,5,117,1,17,1,31,1,14,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,PeekingIterator,16,121,4,22,5,34,4,17,0,8
Apache Commons Collections,org.apache.commons.collections4.iterators,SingletonListIterator,36,91,12,16,10,22,11,14,3,8
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableMapIterator,0,51,0,4,0,15,0,10,0,8
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyListIterator,2,12,0,0,1,5,1,3,1,3
Apache Commons Collections,org.apache.commons.collections4.iterators,FilterListIterator,68,191,6,30,18,58,15,24,9,12
Apache Commons Collections,org.apache.commons.collections4.iterators,ZippingIterator,14,125,3,11,3,32,3,10,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,CollatingIterator,88,313,11,37,20,85,12,34,4,18
Apache Commons Collections,org.apache.commons.collections4.iterators,UniqueFilterIterator,0,5,0,0,0,2,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4.iterators,PermutationIterator,5,257,0,34,1,44,1,20,1,3
Apache Commons Collections,org.apache.commons.collections4.iterators,PushbackIterator,14,50,3,7,4,11,4,7,1,5
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorEnumeration,7,17,0,0,4,6,2,4,2,4
Apache Commons Collections,org.apache.commons.collections4.iterators,EntrySetMapIterator,121,0,10,0,31,0,14,0,9,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedIterator,0,10,0,0,0,4,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.iterators,ArrayIterator,14,117,0,10,4,27,4,12,4,7
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyIterator,0,37,0,0,0,12,0,11,0,11
Apache Commons Collections,org.apache.commons.collections4.iterators,ListIteratorWrapper,41,253,8,32,11,61,8,23,2,9
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectArrayListIterator,15,103,1,7,5,21,3,12,2,9
Apache Commons Collections,org.apache.commons.collections4,PredicateUtils,15,95,0,0,6,25,6,23,6,23
Apache Commons Collections,org.apache.commons.collections4,FunctorException,8,8,0,0,4,4,2,2,2,2
Apache Commons Collections,org.apache.commons.collections4,EnumerationUtils,0,53,0,6,0,13,0,6,0,3
Apache Commons Collections,org.apache.commons.collections4,BagUtils,8,39,0,0,3,11,3,9,3,9
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.2.new LazyIteratorChain() {...},0,23,0,2,0,4,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,ListUtils.LcsVisitor,0,19,0,0,0,8,0,5,0,5
Apache Commons Collections,org.apache.commons.collections4,SetUtils,37,176,1,35,11,43,12,31,11,14
Apache Commons Collections,org.apache.commons.collections4,ComparatorUtils,24,90,5,13,6,23,6,14,2,9
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.UnmodifiableIterable,0,11,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,FluentIterable,0,190,0,4,0,45,0,36,0,34
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},13,41,5,3,1,4,4,5,1,4
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},0,33,0,4,0,3,0,5,0,3
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new Predicate() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},12,41,4,0,1,4,3,4,1,4
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},0,33,0,4,0,3,0,5,0,3
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.SetOperationCardinalityHelper,0,48,0,2,0,11,0,5,0,4
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.7.new LazyIteratorChain() {...},0,18,0,2,0,4,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,IteratorUtils,256,619,43,99,60,166,45,96,17,53
Apache Commons Collections,org.apache.commons.collections4,SetUtils.SetView,16,11,0,0,5,3,2,3,2,3
Apache Commons Collections,org.apache.commons.collections4,ClosureUtils,0,112,0,4,0,28,0,18,0,16
Apache Commons Collections,org.apache.commons.collections4,ArrayUtils,22,38,7,9,6,9,6,6,1,3
Apache Commons Collections,org.apache.commons.collections4,SplitMapUtils,13,32,3,7,3,8,3,4,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,13,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,17,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,44,0,2,0,6,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,22,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,18,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils,64,1400,23,247,14,332,22,181,1,67
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,5,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,MultiMapUtils,29,77,4,16,8,22,8,14,4,8
Apache Commons Collections,org.apache.commons.collections4,TrieUtils,0,3,0,0,0,1,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4,IterableUtils,58,526,3,59,7,120,7,68,4,40
Apache Commons Collections,org.apache.commons.collections4,ArrayStack,23,70,6,10,6,24,6,10,2,6
Apache Commons Collections,org.apache.commons.collections4,FactoryUtils,0,21,0,0,0,6,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4,MapUtils,1093,0,188,0,306,0,168,0,74,0
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.EquatorWrapper,2,32,1,1,1,9,1,4,0,4
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},4,20,1,1,0,4,1,2,0,2
Apache Commons Collections,org.apache.commons.collections4,ListUtils,48,380,8,66,9,91,12,49,5,19
Apache Commons Collections,org.apache.commons.collections4,QueueUtils,0,22,0,0,0,6,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4,ListUtils.Partition,34,48,2,2,3,11,3,3,1,3
Apache Commons Collections,org.apache.commons.collections4,MultiSetUtils,0,18,0,0,0,6,0,5,0,5
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},0,13,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},0,13,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},0,13,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,ListUtils.CharSequenceAsList,0,16,0,0,0,5,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4,MapUtils.new AbstractMapDecorator() {...},4,0,0,0,1,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4,MapUtils.new AbstractSortedMapDecorator() {...},4,0,0,0,1,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4,SplitMapUtils.WrappedGet,30,79,4,4,6,17,8,12,4,12
Apache Commons Collections,org.apache.commons.collections4,TransformerUtils,0,137,0,4,0,34,0,25,0,23
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.CardinalityHelper,0,51,0,2,0,12,0,7,0,6
Apache Commons Collections,org.apache.commons.collections4,SplitMapUtils.WrappedPut,3,82,3,3,1,20,3,15,0,15
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MutableInteger,18,6,4,0,4,3,4,1,2,1
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.UniqueSetIterator,0,53,0,2,0,16,0,4,0,3
Apache Commons Collections,org.apache.commons.collections4.multiset,SynchronizedMultiSet.SynchronizedSet,5,0,0,0,2,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.EntrySet,61,10,10,0,16,4,8,2,3,2
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,29,29,0,4,7,6,6,7,6,5
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.AbstractEntry,45,19,12,0,9,2,8,2,2,2
Apache Commons Collections,org.apache.commons.collections4.multiset,HashMultiSet,17,13,0,0,7,5,2,2,2,2
Apache Commons Collections,org.apache.commons.collections4.multiset,SynchronizedMultiSet,108,25,2,0,20,6,9,4,8,4
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MapBasedMultiSetIterator,48,68,7,7,12,15,5,6,1,3
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet,240,202,28,20,56,49,27,18,9,12
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.UniqueSet,0,41,0,2,0,10,0,8,0,7
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MultiSetEntry,16,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.MultiSetIterator,29,55,4,6,8,13,3,6,1,3
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.new Transformer() {...},0,9,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.multiset,PredicatedMultiSet,44,24,4,0,8,6,8,5,6,5
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.EntrySetIterator,52,0,2,0,16,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet,213,97,36,10,52,25,30,15,10,12
Apache Commons Collections,org.apache.commons.collections4.multiset,UnmodifiableMultiSet,34,56,0,2,11,16,6,12,6,11
Apache Commons Collections,org.apache.commons.collections4.queue,SynchronizedQueue,89,13,2,0,18,4,9,3,8,3
Apache Commons Collections,org.apache.commons.collections4.queue,AbstractQueueDecorator,24,8,0,0,7,3,6,2,6,2
Apache Commons Collections,org.apache.commons.collections4.queue,TransformedQueue,27,51,1,3,6,10,7,4,6,3
Apache Commons Collections,org.apache.commons.collections4.queue,CircularFifoQueue.new Iterator() {...},16,176,3,15,5,27,3,10,0,4
Apache Commons Collections,org.apache.commons.collections4.queue,CircularFifoQueue,66,298,9,39,19,73,12,33,5,16
Apache Commons Collections,org.apache.commons.collections4.queue,PredicatedQueue,16,23,0,0,4,6,3,5,3,5
Apache Commons Collections,org.apache.commons.collections4.queue,UnmodifiableQueue,52,24,0,2,15,8,11,5,11,4
