<com.google.common.collect.ImmutableList$Builder: com.google.common.collect.ImmutableList build()>/$stack1	<com.google.common.collect.ImmutableList$Builder: com.google.common.collect.ImmutableList build()>
<com.thoughtworks.xstream.core.util.OrderRetainingMap: java.util.Collection values()>/$stack1	<com.thoughtworks.xstream.core.util.OrderRetainingMap: java.util.Collection values()>
<com.thoughtworks.xstream.core.util.OrderRetainingMap: java.util.Set keySet()>/$stack1	<com.thoughtworks.xstream.core.util.OrderRetainingMap: java.util.Set keySet()>
<org.springframework.beans.factory.support.AbstractBeanFactory: java.lang.String[] getAliases(java.lang.String)>/aliases#_581	<org.springframework.beans.factory.support.AbstractBeanFactory: java.lang.String[] getAliases(java.lang.String)>
<javassist.bytecode.ClassFile: void testExistingMethod(javassist.bytecode.MethodInfo)>/it#_634	<javassist.bytecode.ClassFile: void testExistingMethod(javassist.bytecode.MethodInfo)>
<com.google.common.collect.Collections2$FilteredCollection: boolean isEmpty()>/$stack2	<com.google.common.collect.Collections2$FilteredCollection: boolean isEmpty()>
<com.google.common.collect.Collections2$FilteredCollection: java.util.Iterator iterator()>/$stack2	<com.google.common.collect.Collections2$FilteredCollection: java.util.Iterator iterator()>
<com.google.common.collect.Collections2$FilteredCollection: boolean removeAll(java.util.Collection)>/$stack5	<com.google.common.collect.Collections2$FilteredCollection: boolean removeAll(java.util.Collection)>
<com.google.common.collect.Collections2$FilteredCollection: boolean retainAll(java.util.Collection)>/$stack5	<com.google.common.collect.Collections2$FilteredCollection: boolean retainAll(java.util.Collection)>
<org.springframework.expression.spel.ast.InlineList: void checkIfConstant()>/c#14#_65	<org.springframework.expression.spel.ast.InlineList: void checkIfConstant()>
<br.com.caelum.iogi.reflection.ClassConstructor: java.util.Collection notFulfilledBy(br.com.caelum.iogi.parameters.Parameters)>/unfulfilledParameterTargets#_59	<br.com.caelum.iogi.reflection.ClassConstructor: java.util.Collection notFulfilledBy(br.com.caelum.iogi.parameters.Parameters)>
<org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory: java.lang.Object doCreateBean(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.Object[])>/actualDependentBeans#_539	<org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory: java.lang.Object doCreateBean(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.Object[])>
